namespace,name,kind,description,properties,example_json,url
CFX.ResourcePerformance,CalibrationPerformed,Event/Notification,Sent when calibration of any sort has been performed at an endpoint.,CalibrationPerformed:  | Calibration: A dynamic structure describing the calibration that was performed. The structure may varty depending on the native of the calibration. | TransactionID: ** NOTE: ADDED in CFX 2.0 ** Optional: The id of the work transaction with which this calibration is associated. Empty if calibration not associated with a work transaction.,"{
  ""TransactionID"": ""a71dae78-b78d-49b6-939d-d8fb20281391"",
  ""Calibration"": {
    ""CalibrationCode"": ""FID1"",
    ""CalibrationType"": ""UnitPosition"",
    ""Comments"": ""Position Check.  Fiducial FID1."",
    ""Status"": ""Ok"",
    ""CalibrationTime"": null,
    ""Measurements"": [
      {
        ""MeasurementName"": ""Measure1"",
        ""MeasurementValue"": {
          ""Value"": 0.97,
          ""ValueUnits"": ""mm"",
          ""ExpectedValue"": 1.0,
          ""ExpectedValueUnits"": ""mm"",
          ""MinimumAcceptableValue"": 0.9,
          ""MinimumAcceptableValueUnits"": ""mm"",
          ""MaximumAcceptableValue"": 1.2,
          ""MaximumAcceptableValueUnits"": ""mm""
        }
      }
    ]
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_CalibrationPerformed.htm
CFX.ResourcePerformance,ChangeSleepStateRequest,Request,** NOTE: ADDED in CFX 1.3 ** This request allows an external source to change the sleep state of a Stage or Station message that it sends back to the requester.,ChangeSleepStateRequest: Default Constructor | NewSleepState: The new sleep state requested for the Stage/Station | StageName: Name of the Stage requested to change sleep state. If omitted then the sleep state for the whole station is to be changed.,"{
  ""StageName"": ""Stage 1"",
  ""NewSleepState"": ""Awake""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_ChangeSleepStateRequest.htm
CFX.ResourcePerformance,ChangeSleepStateResponse,Response,** NOTE: ADDED in CFX 1.3 ** Response to an external source to modify a generic configuration parameter of a process endpoint.,"ChangeSleepStateResponse: Initializes a new instance of the ChangeSleepStateResponse class. | Lane: The relevant production lane (if applicable) | NewSleepState: The new sleep state | OldSleepState: An enumeration indicating the previous sleep state prior to this state change | Result: The result of the request | Stage: The stage that has changed sleep state. If omitted then the sleep state for the whole station has been changed. | TransitionTimeRemaining: If the new sleep state requires less wake up time than the old, this indicates that the state is in the process of being changed. Time interval can be nullable (for example if there is no time remaining).","{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  },
  ""OldSleepState"": ""Hibernate"",
  ""NewSleepState"": ""Awake"",
  ""Stage"": {
    ""StageSequence"": 2,
    ""StageName"": ""Stage 1"",
    ""StageType"": ""Work""
  },
  ""Lane"": null,
  ""TransitionTimeRemaining"": ""00:00:45""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_ChangeSleepStateResponse.htm
CFX.ResourcePerformance,ConsumptionDetail,Event/Notification,,"ConsumptionDetail:  | SubsystemName: ** NOTE: ADDED in CFX 2.1 ** Sub-device name, like zones/modules within a device",,https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_ConsumptionDetail.htm
CFX.ResourcePerformance,EnergyConsumed,Event/Notification,Sent by a process endpoint on a sampled interval of between 1 minute and 1 hour to indicate the energy usage and power consumption.,EnergyConsumed:  | ConsumptionDetails: ** NOTE: ADDED in CFX 2.1 ** The sub-device granularity reports energy data | CurrentNow: ** NOTE: ADDED in CFX 1.3 ** The instantaneous amount of current recorded at EndTime (in Ampere) | CurrentNowRYB: ** NOTE: ADDED in CFX 1.3 ** The instantaneous amount of current recorded at EndTime on three phases (in Ampere) | EndTime: The end time of the sample period | EnergyUsed: The total amount of energy consumed during the sample period (in kilowatt-hours) | FrequencyNow: ** NOTE: ADDED in CFX 1.3 ** The instantaneous frequency value recorded at EndTime (in Hertz) | MeanCurrent: ** NOTE: ADDED in CFX 1.3 ** The average amount of current consumed during the sample period (in Ampere) | MeanCurrentRYB: ** NOTE: ADDED in CFX 1.3 ** The average amount of current consumed during the sample period on three phases (in Ampere) | MeanFrequency: ** NOTE: ADDED in CFX 1.3 ** The average frequency value recorded during the sample period (in Hertz) | MeanPower: ** NOTE: ADDED in CFX 1.3 ** The average amount of power consumed during the sample period (in watts) | MeanPowerRYB: ** NOTE: ADDED in CFX 1.3 ** The average amount of power consumed during the sample period on three phases (in watts) | MeanVoltage: ** NOTE: ADDED in CFX 1.3 ** The average value of voltage measured during the sample period (in Volts DC or AC (RMS)) | MeanVoltageRYB: ** NOTE: ADDED in CFX 1.3 ** The average value of voltage measured during the sample period on three phases (in Volts DC or AC (RMS)) | MinimumCurrent: ** NOTE: ADDED in CFX 1.3 ** The minimum amount of current recorded during the sample period (in Ampere) | MinimumCurrentRYB: ** NOTE: ADDED in CFX 1.3 ** The minimum amount of current recorded during the sample period on three phases (in Ampere) | MinimumFrequency: ** NOTE: ADDED in CFX 1.3 ** The minimum frequency value recorded during the sample period (in Hertz) | MinimumPower: The lowest amount of power recorded during the sample period (in watts) | MinimumPowerRYB: ** NOTE: ADDED in CFX 1.3 ** The lowest amount of power recorded during the sample period on three phases (in watts) | MinimumVoltage: ** NOTE: ADDED in CFX 1.3 ** The minimum amount of voltage recorded during the sample period (in Volts DC or AC (RMS)) | MinimumVoltageRYB: ** NOTE: ADDED in CFX 1.3 ** The minimum amount of voltage recorded during the sample period on three phases (in Volts DC or AC (RMS)) | PeakCurrent: ** NOTE: ADDED in CFX 1.3 ** The maximum amount of current recorded during the sample period (in Ampere) | PeakCurrentRYB: ** NOTE: ADDED in CFX 1.3 ** The maximum amount of current recorded during the sample period on three phases (in Ampere) | PeakFrequency: ** NOTE: ADDED in CFX 1.3 ** The maximum frequency value recorded during the sample period (in Hertz) | PeakPower: The maximum amount of power recorded during the sample period (in watts) | PeakPowerRYB: ** NOTE: ADDED in CFX 1.3 ** The maximum amount of power recorded during the sample period on three phases (in watts) | PeakVoltage: ** NOTE: ADDED in CFX 1.3 ** The maximum amount of voltage recorded during the sample period (in Volts DC or AC (RMS)) | PeakVoltageRYB: ** NOTE: ADDED in CFX 1.3 ** The maximum amount of voltage recorded during the sample period on three phases (in Volts DC or AC (RMS)) | PowerFactorNow: ** NOTE: ADDED in CFX 1.3 ** Description (Coefficient number between 0.0 and 1.0 ) | PowerFactorNowRYB: ** NOTE: ADDED in CFX 1.3 ** Description (Coefficient number between 0.0 and 1.0 ) | PowerNow: ** NOTE: ADDED in CFX 1.3 ** The instantaneous amount of power recorded at EndTime (in watts) | PowerNowRYB: ** NOTE: ADDED in CFX 1.3 ** The instantaneous amount of power recorded at EndTime on three phases (in watts) | StartTime: The start time of the sample period | ThreePhaseNeutralCurrentNow: ** NOTE: ADDED in CFX 1.3 ** The instantanous amount of current on Neutral at EndTime (in Ampere) | VoltageNow: ** NOTE: ADDED in CFX 1.3 ** The instantaneous value of voltage recorded at EndTime (in Volts DC or AC (RMS)) | VoltageNowRYB: ** NOTE: ADDED in CFX 1.3 ** The instantaneous amount of voltage recorded at EndTime on three phases (in Volts DC or AC (RMS)),"{
  ""StartTime"": ""2018-04-05T09:33:06.1358356-04:00"",
  ""EndTime"": ""2018-04-05T09:38:06.1358356-04:00"",
  ""EnergyUsed"": 0.012,
  ""PeakPower"": 125.6,
  ""MinimumPower"": 120.3,
  ""MeanPower"": 124.6,
  ""PowerNow"": 121.1,         
  ""PowerFactorNow"": 0.95,
  ""PeakCurrent"": 0.82,       
  ""MinimumCurrent"": 0.00,    
  ""MeanCurrent"": 0.68,       
  ""CurrentNow"": 0.69,       
  ""PeakVoltage"": 239.1,      
  ""MinimumVoltage"": 231.6,   
  ""MeanVoltage"": 232.9,      
  ""VoltageNow"": 212.1,       
  ""PeakFrequency"": 52,
  ""MinimumFrequency"": 50.5,
  ""MeanFrequency"": 50.6,
  ""FrequencyNow"": 50.6,
  ""PeakPowerRYB"": [ 125.6, 77.4, 10.2 ],
  ""MinimumPowerRYB"": [ 120.3, 68.5, 8.5 ],    
  ""MeanPowerRYB"": [ 124.6, 70.2, 9.8 ], 
  ""PowerNowRYB"": [ 121.1, 68.9, 10.1 ], 
  ""PowerFactorNowRYB"": [ 0.95, 0.92, 0.80 ],
  ""PeakCurrentRYB"": [ 0.82, 0.65, 0.33 ], 
  ""MinimumCurrentRYB"": [ 0.00, 0.01, 0.32 ], 
  ""MeanCurrentRYB"": [ 0.68, 0.58, 0.32 ],
  ""CurrentNowRYB"": [ 0.69, 0.57, 0.32 ], 
  ""PeakVoltageRYB"": [ 420.1, 413.7, 404.6 ], 
  ""MinimumVoltageRYB"": [ 393.6, 399.8, 397.4 ],
  ""MeanVoltageRYB"": [ 402.9, 400.1, 402.3 ],
  ""VoltageNowRYB"": [ 401.1, 401.5, 402.3 ], 
  ""ThreePhaseNeutralCurrentNow"": 0.06,
  ""ConsumptionDetails"": [{
        ""SubsystemName"": ""EquipmentSubArea"",
        ""StartTime"": ""2018-04-05T09:33:06.1358356-04:00"",
        ""EndTime"": ""2018-04-05T09:38:06.1358356-04:00"",
        ""EnergyUsed"": 0.010,
        ""PeakPower"": 125.6,
        ""MinimumPower"": 120.3,
        ""MeanPower"": 124.6,
        ""PowerNow"": 121.1,         
        ""PowerFactorNow"": 0.95,
        ""PeakCurrent"": 0.82,       
        ""MinimumCurrent"": 0.00,    
        ""MeanCurrent"": 0.68,       
        ""CurrentNow"": 0.69,       
        ""PeakVoltage"": 239.1,      
        ""MinimumVoltage"": 231.6,   
        ""MeanVoltage"": 232.9,      
        ""VoltageNow"": 212.1,       
        ""PeakFrequency"": 52,
        ""MinimumFrequency"": 50.5,
        ""MeanFrequency"": 50.6,
        ""FrequencyNow"": 50.6,
        ""PeakPowerRYB"": [ 125.6, 77.4, 10.2 ],
        ""MinimumPowerRYB"": [ 120.3, 68.5, 8.5 ],    
        ""MeanPowerRYB"": [ 124.6, 70.2, 9.8 ], 
        ""PowerNowRYB"": [ 121.1, 68.9, 10.1 ], 
        ""PowerFactorNowRYB"": [ 0.95, 0.92, 0.80 ],
        ""PeakCurrentRYB"": [ 0.82, 0.65, 0.33 ], 
        ""MinimumCurrentRYB"": [ 0.00, 0.01, 0.32 ], 
        ""MeanCurrentRYB"": [ 0.68, 0.58, 0.32 ],
        ""CurrentNowRYB"": [ 0.69, 0.57, 0.32 ], 
        ""PeakVoltageRYB"": [ 420.1, 413.7, 404.6 ], 
        ""MinimumVoltageRYB"": [ 393.6, 399.8, 397.4 ],
        ""MeanVoltageRYB"": [ 402.9, 400.1, 402.3 ],
        ""VoltageNowRYB"": [ 401.1, 401.5, 402.3 ], 
        ""ThreePhaseNeutralCurrentNow"": 0.06
    }
  ],
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_EnergyConsumed.htm
CFX.ResourcePerformance,EnergyConsumptionRequest,Request,** NOTE: ADDED in CFX 1.3 ** This request allows an external source to inquire data regarding energy consumption of the endpoint message that it sends back to the requester.,EnergyConsumptionRequest: Default Constructor,,https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_EnergyConsumptionRequest.htm
CFX.ResourcePerformance,EnergyConsumptionResponse,Response,** NOTE: ADDED in CFX 1.3 ** Response to an external source inquiring data regarding energy consumption of the endpoint.,EnergyConsumptionResponse: Initializes a new instance of the EnergyConsumptionResponse class. | CurrentNow: The instantaneous amount of current recorded at EndTime (in Ampere) | CurrentNowRYB: The instantaneous amount of current recorded at EndTime on three phases (in Ampere) | EndTime: The end time of the sample period. Coincides with the time when request was received. | EnergyUsed: The total amount of energy consumed during the sample period (in kilowatt-hours) | FrequencyNow: The instantaneous frequency value recorded at EndTime (in Hertz) | MeanCurrent: The average amount of current consumed during the sample period (in Ampere) | MeanCurrentRYB: The average amount of current consumed during the sample period on three phases (in Ampere) | MeanFrequency: The average frequency value recorded during the sample period (in Hertz) | MeanPower: The average amount of power consumed during the sample period (in watts) | MeanPowerRYB: The average amount of power consumed during the sample period on three phases (in watts) | MeanVoltage: The average value of voltage measured during the sample period (in Volts DC or AC (RMS)) | MeanVoltageRYB: The average value of voltage measured during the sample period on three phases (in Volts DC or AC (RMS)) | MinimumCurrent: The minimum amount of current recorded during the sample period (in Ampere) | MinimumCurrentRYB: The minimum amount of current recorded during the sample period on three phases (in Ampere) | MinimumFrequency: The minimum frequency value recorded during the sample period (in Hertz) | MinimumPower: The lowest amount of power recorded during the sample period (in watts) | MinimumPowerRYB: The lowest amount of power recorded during the sample period on three phases (in watts) | MinimumVoltage: The minimum amount of voltage recorded during the sample period (in Volts DC or AC (RMS)) | MinimumVoltageRYB: The minimum amount of voltage recorded during the sample period on three phases (in Volts DC or AC (RMS)) | PeakCurrent: The maximum amount of current recorded during the sample period (in Ampere) | PeakCurrentRYB: The maximum amount of current recorded during the sample period on three phases (in Ampere) | PeakFrequency: The maximum frequency value recorded during the sample period (in Hertz) | PeakPower: The maximum amount of power recorded during the sample period (in watts) | PeakPowerRYB: The maximum amount of power recorded during the sample period on three phases (in watts) | PeakVoltage: The maximum amount of voltage recorded during the sample period (in Volts DC or AC (RMS)) | PeakVoltageRYB: The maximum amount of voltage recorded during the sample period on three phases (in Volts DC or AC (RMS)) | PowerFactorNow: Description (Coefficient number between 0.0 and 1.0 ) | PowerFactorNowRYB: Description (Coefficient number between 0.0 and 1.0 ) | PowerNow: The instantaneous amount of power recorded at EndTime (in watts) | PowerNowRYB: The instantaneous amount of power recorded at EndTime on three phases (in watts) | Result: The result of the request | StartTime: The start time of the sample period. Start time is set as the start time of the immediately prior CFX.ResourcePerformance.EnergyConsumed message | ThreePhaseNeutralCurrentNow: The instantanous amount of current on Neutral at EndTime (in Ampere) | VoltageNow: The instantaneous value of voltage recorded at EndTime (in Volts DC or AC (RMS)) | VoltageNowRYB: The instantaneous amount of voltage recorded at EndTime on three phases (in Volts DC or AC (RMS)),"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  },
  ""StartTime"": ""2018-04-05T09:33:06.1358356-04:00"",
  ""EndTime"": ""2018-04-05T09:38:06.1358356-04:00"",
  ""EnergyUsed"": 0.012,
  ""PeakPower"": 125.6,
  ""MinimumPower"": 120.3,
  ""MeanPower"": 124.6,
  ""PowerNow"": 121.1,         
  ""PowerFactorNow"": 0.95,
  ""PeakCurrent"": 0.82,       
  ""MinimumCurrent"": 0.00,    
  ""MeanCurrent"": 0.68,       
  ""CurrentNow"": 0.69,       
  ""PeakVoltage"": 239.1,      
  ""MinimumVoltage"": 231.6,   
  ""MeanVoltage"": 232.9,      
  ""VoltageNow"": 212.1,       
  ""PeakFrequency"": 52,
  ""MinimumFrequency"": 50.5,
  ""MeanFrequency"": 50.6,
  “FrequencyNow"": 50.6,
  ""PeakPowerRYB"": [ 125.6, 77.4, 10.2 ],
  ""MinimumPowerRYB"": [ 120.3, 68.5, 8.5 ],    
  ""MeanPowerRYB"": [ 124.6, 70.2, 9.8 ], 
  ""PowerNowRYB"": [ 121.1, 68.9, 10.1 ], 
  ""PowerFactorNowRYB"": [ 0.95, 0.92, 0.80 ],
  ""PeakCurrentRYB"": [ 0.82, 0.65, 0.33 ], 
  ""MinimumCurrentRYB"": [ 0.00, 0.01, 0.32 ], 
  ""MeanCurrentRYB"": [ 0.68, 0.58, 0.32 ],
  ""CurrentNowRYB"": [ 0.69, 0.57, 0.32 ], 
  ""PeakVoltageRYB"": [ 420.1, 413.7, 404.6 ], 
  ""MinimumVoltageRYB"": [ 393.6, 399.8, 397.4 ],
  ""MeanVoltageRYB"": [ 402.9, 400.1, 402.3 ],
  ""VoltageNowRYB"": [ 401.1, 401.5, 402.3 ], 
  ""ThreePhaseNeutralCurrentNow"": 0.06 
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_EnergyConsumptionResponse.htm
CFX.ResourcePerformance,FaultAcknowledged,Event/Notification,"Sent when a fault has been acknowledged by the operator, but not yet corrected (cleared). A subsequent FaultCleared message will be sent once the operator addresses the issue.","FaultAcknowledged: Default Constructor | FaultOccurrenceId: A unique identifier of the instance of the related fault. Corresponds with the FaultOccurrenceId property of the corresponding FaultOccurred message | Operator: The operator or entity who has acknowledged the fault (if known, otherwise null) (optional)","{
  ""Operator"": {
    ""OperatorIdentifier"": ""BADGE4486"",
    ""ActorType"": ""Human"",
    ""LastName"": ""Doe"",
    ""FirstName"": ""John"",
    ""LoginName"": ""john.doe@domain1.com""
  },
  ""FaultOccurrenceId"": ""5af7e56c-cfbf-4f1f-aa4c-79d94a7442bc""
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_FaultAcknowledged.htm
CFX.ResourcePerformance,FaultCleared,Event/Notification,Sent by a process endpoint when a fault is cleared as described in a FaultOccurred message,"FaultCleared: Default Constructor | FaultOccurrenceId: A unique identifier of the instance of the related fault. Corresponds with the FaultOccurrenceId property of the corresponding FaultOccurred message | Operator: The operator or entity who has cleared the fault (if known, otherwise null) (optional)","{
  ""FaultOccurrenceId"": ""22ac3c8a-9e6d-42f8-85b2-f51bf2224ecc"",
  ""Operator"": {
    ""OperatorIdentifier"": ""BADGE4486"",
    ""ActorType"": ""Human"",
    ""LastName"": ""Doe"",
    ""FirstName"": ""John"",
    ""LoginName"": ""john.doe@domain1.com""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_FaultCleared.htm
CFX.ResourcePerformance,FaultOccurred,Event/Notification,Sent by a process endpoint whenever a fault is encountered. A data structure must be included in the message related to specific equipment type.,FaultOccurred: Default Constructor | Fault: Dynamic structure providing detailed information about the fault that has occurred.,"{
  ""Fault"": {
    ""Cause"": ""MechanicalFailure"",
    ""Severity"": ""Error"",
    ""FaultCode"": ""ERROR 3943480"",
    ""FaultOccurrenceId"": ""ea170e0a-43fb-4b02-af2c-928a8401dd51"",
    ""Lane"": null,
    ""Stage"": null,
    ""SideLocation"": ""Unknown"",
    ""AccessType"": ""Unknown"",
    ""Description"": null,
    ""DescriptionTranslations"": {},
    ""OccurredAt"": ""2018-10-31T15:13:31.0083597-04:00"",
    ""DueDateTime"": null
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_FaultOccurred.htm
CFX.ResourcePerformance,GetActiveFaultsRequest,Request,This request allows an external source to query the equipment for a list of active faults. message that it sends back to the requester.,GetActiveFaultsRequest: Default Constructor,{},https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_GetActiveFaultsRequest.htm
CFX.ResourcePerformance,GetActiveFaultsResponse,Response,Response to an external source to modify a generic configuration parameter of a process endpoint.,GetActiveFaultsResponse: Initializes a new instance of the GetActiveFaultsResponse class. | ActiveFaults: A list of faults that are currently active at the endpoint | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": null
  },
  ""ActiveFaults"": [
    {
      ""Cause"": ""MechanicalFailure"",
      ""Severity"": ""Error"",
      ""FaultCode"": ""ERROR 3943480"",
      ""FaultOccurrenceId"": ""85a0286a-622f-4f87-99d5-1f11c95806f3"",
      ""Lane"": null,
      ""Stage"": null,
      ""SideLocation"": ""Right"",
      ""AccessType"": ""Remote"",
      ""Description"": ""PCB Transport is blocked"",
      ""DescriptionTranslations"": {
        ""de-DE"": ""Der Leiterplattentransport ist blockiert""
      },
      ""OccurredAt"": ""2018-10-31T15:13:30.9146011-04:00"",
      ""DueDateTime"": ""2018-10-31T18:13:30.9146011-04:00""
    },
    {
      ""Cause"": ""LoadError"",
      ""Severity"": ""Error"",
      ""FaultCode"": ""ERROR 3943555"",
      ""FaultOccurrenceId"": ""bb1933c4-5c7f-4840-9261-72998d682b2f"",
      ""Lane"": null,
      ""Stage"": null,
      ""SideLocation"": ""Right"",
      ""AccessType"": ""Local"",
      ""Description"": ""PCB Transport is blocked"",
      ""DescriptionTranslations"": {
        ""de-DE"": ""Der Leiterplattentransport ist blockiert""
      },
      ""OccurredAt"": ""2018-10-31T15:13:30.9146011-04:00"",
      ""DueDateTime"": ""2018-10-31T18:13:30.9146011-04:00""
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_GetActiveFaultsResponse.htm
CFX.ResourcePerformance,HandleFaultRequest,Request,This request allows an external source to modify the behaviour for this dedicated fault in such a way that the equoipment itself is not indicating the operator to handle this fault.,"HandleFaultRequest: Default Constructor | FaultOccurrenceId: A 128-bit unique identifier which uniquely identifier this specific occurrence of the fault | HandleRemote: Gets or sets a value indicating whether the fault should be handled remotely or not. If handled remotely, the red light should be off on the equipment (at least for this fault)","{
  ""FaultOccurrenceId"": ""5f643ff3-8928-4079-af7f-926bcafb13f8"",
  ""HandleRemote"": true
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_HandleFaultRequest.htm
CFX.ResourcePerformance,HandleFaultResponse,Response,Response to an external source to modify the behaviour for the equipment to guide the operator process endpoint.,HandleFaultResponse: Initializes a new instance of the HandleFaultResponse class. | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_HandleFaultResponse.htm
CFX.ResourcePerformance,LogEntryRecorded,Event/Notification,"An informational message sent by a process endpoint regarding the something that has occurred at the station. Information about the criticality of the information should also be given (information, warning, error etc.).",LogEntryRecorded: Default constructor | AdditionalData: ** NOTE: ADDED in CFX 1.4 ** Optional additional data depending on the machine type | Importance: The relative importance of the log entry | InformationId: An endpoint-specific string that defines the nature of the log entry | Lane: The production lane related to the log entry (where applicable) | Message: A human-friendly description of the log entry | Stage: ,"{
  ""InformationId"": ""INF21321321"",
  ""Message"": ""Beam 1 Zeroed and Homed"",
  ""Importance"": ""Information"",
  ""Lane"": 1,
  ""Stage"": {
    ""StageSequence"": 1,
    ""StageName"": ""STAGE1"",
    ""StageType"": ""Work""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_LogEntryRecorded.htm
CFX.ResourcePerformance,MaintenancePerformed,Event/Notification,"Sent by an endpoint when maintenance has been performed. Information includes the type of maintenance, maintenance code, parts used, labor etc.",MaintenancePerformed: Default constructor | ConsumedMaterials: A list of the specific parts and materials that were consumed while performing the maintenance event | MaintenanceJobCode: An endpoint-specific code indicating the nature of the maintenance event that was conducted | MaintenanceOrderNumber: The work order number related to this maintenance event | MaintenanceType: An enumeration describing the type of maintenance that was performed | Tasks: A list of the specific tasks that were performed while conducting this maintenance event,"{
  ""MaintenanceType"": ""Preventive"",
  ""MaintenanceOrderNumber"": ""MO676578576"",
  ""MaintenanceJobCode"": ""MNT113334"",
  ""ConsumedMaterials"": [
    {
      ""MaterialLocation"": {
        ""LocationIdentifier"": null,
        ""LocationName"": null,
        ""MaterialPackage"": {
          ""UniqueIdentifier"": null,
          ""InternalPartNumber"": ""PN2343243"",
          ""Quantity"": 0.0
        },
        ""CarrierInformation"": null
      },
      ""QuantityUsed"": 3.0,
      ""QuantitySpoiled"": 0.0,
      ""RemainingQuantity"": 0.0
    },
    {
      ""MaterialLocation"": {
        ""LocationIdentifier"": null,
        ""LocationName"": null,
        ""MaterialPackage"": {
          ""UniqueIdentifier"": ""UID23849854385"",
          ""InternalPartNumber"": ""PN4452"",
          ""Quantity"": 0.0
        },
        ""CarrierInformation"": null
      },
      ""QuantityUsed"": 3.0,
      ""QuantitySpoiled"": 0.0,
      ""RemainingQuantity"": 0.0
    }
  ],
  ""Tasks"": [
    {
      ""Task"": ""Changed hydraulic fluid in resovoir 1"",
      ""TaskId"": ""HYD233432432"",
      ""Operator"": {
        ""OperatorIdentifier"": ""BADGE489435"",
        ""ActorType"": ""Human"",
        ""LastName"": ""Smith"",
        ""FirstName"": ""Joseph"",
        ""LoginName"": ""joseph.smith@abcdrepairs.com""
      },
      ""ManHoursConsumed"": 0.75
    },
    {
      ""Task"": ""Checked torque on main mount bolts"",
      ""TaskId"": ""CHK3432434"",
      ""Operator"": {
        ""OperatorIdentifier"": ""BADGE489435"",
        ""ActorType"": ""Human"",
        ""LastName"": ""Smith"",
        ""FirstName"": ""Joseph"",
        ""LoginName"": ""joseph.smith@abcdrepairs.com""
      },
      ""ManHoursConsumed"": 0.25
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_MaintenancePerformed.htm
CFX.ResourcePerformance,ModifyStationParametersRequest,Request,"This request allows an external source to modify a generic configuration parameter of a process endpoint. Upon successful processing of this request, the endpoint should publish a message in addition to the message that it sends back to the requester.","ModifyStationParametersRequest: Default Constructor | NewParameters: A list of the paramters to be modified. The Parameter structure is a dynamic structure, and may be of differing types depending on the type of endpoint.","{
  ""NewParameters"": [
    {
      ""$type"": ""CFX.Structures.GenericParameter, CFX"",
      ""Name"": ""Torque1"",
      ""Value"": ""35.6""
    }
  ]
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_ModifyStationParametersRequest.htm
CFX.ResourcePerformance,ModifyStationParametersResponse,Response,Response to an external source to modify a generic configuration parameter of a process endpoint.,ModifyStationParametersResponse: Default constructor | Result: The result of the request,"{
  ""Result"": {
    ""Result"": ""Success"",
    ""ResultCode"": 0,
    ""Message"": ""OK""
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_ModifyStationParametersResponse.htm
CFX.ResourcePerformance,ProcessDataRecorded,Event/Notification,** NOTE: ADDED in CFX 1.,ProcessDataRecorded:  | ProcessData: Process data recorded,"{
  ""ProcessData"": {
    ""$type"": ""CFX.Structures.Cleaning.CleaningManagementData, CFX"",
    ""Readings"": [
      {
        ""ReadingType"": ""TemperatureAverage"",
        ""ReadingValue"": 25.0
      },
      {
        ""ReadingType"": ""DIWaterVolumeAdd"",
        ""ReadingValue"": 1.5
      }
    ]
  }
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_ProcessDataRecorded.htm
CFX.ResourcePerformance,SleepStateChanged,Event/Notification,** NOTE: ADDED in CFX 1.3 ** Sent by a process endpoint when the sleep state transitions from one state to another.,"SleepStateChanged: Default Constructor | Lane: The relevant production lane (if applicable) | NewSleepState: The new sleep state | OldSleepState: An enumeration indicating the previous sleep state prior to this state change | Stage: The stage that has changed sleep state. If omitted then the sleep state for the whole station has been changed. | TransitionTimeRemaining: If the new sleep state requires less wake up time than the old, this indicates that the state is in the process of being changed. Time interval can be nullable (for example if there is no time remaining).","{
  ""OldSleepState"": ""Awake"",
  ""NewSleepState"": ""Shallow"",
  ""TransitionTimeRemaining"": null
}",https://www.connectedfactoryexchange.com/CFXDemo/sdk/html/T_CFX_ResourcePerformance_SleepStateChanged.htm
